nctId,conditions,classification
NCT05891197,"Triple Negative Breast Cancer, Non-small Cell Lung Cancer, Non Small Cell Lung Cancer, Non Small Cell Lung Cancer Metastatic, Non-Small Cell Carcinoma of Lung, TNM Stage 4, Advanced Breast Cancer, Advanced Lung Carcinoma, NSCLC, NSCLC, Recurrent, NSCLC Stage IV, Relapsed Cancer, Relapse/Recurrence, Recurrent Breast Cancer, Recurrent NSCLC, Platinum-resistant Ovarian Cancer, Ovarian Cancer, Primary Peritoneal Carcinoma, Fallopian Tube Cancer, Endometrial Cancer, Endometrioid Tumor, High Grade Serous Carcinoma, Ovarian Epithelial Cancer",solid tumor
NCT06644118,Multiple Myeloma,blood cancer
NCT04539366,"Recurrent Childhood Neuroblastoma, Recurrent Childhood Osteosarcoma, Recurrent Neuroblastoma, Recurrent Osteosarcoma, Refractory Childhood Neuroblastoma, Refractory Childhood Osteosarcoma, Refractory Neuroblastoma, Refractory Osteosarcoma",solid tumor
NCT05361018,"Breast Neoplasm, Exercise",others
NCT05158829,Cystic Fibrosis,others
NCT06675864,Progressive Multiple Sclerosis,others
NCT03089203,Prostate Cancer,solid tumor
NCT03018093,Relapsed or Refractory Acute Lymphoblastic Leukemia,blood cancer
NCT03610724,Non-Hodgkin Lymphoma,blood cancer
NCT04863573,"Covid19, Cystic Fibrosis",others
NCT06617793,Relapsing Multiple Sclerosis,others
NCT04150913,"Non Hodgkin Lymphoma, Refractory Non-Hodgkin Lymphoma, Relapsed Non Hodgkin Lymphoma, Neurotoxicity, Neurotoxicity Syndromes, Cytokine Release Syndrome",blood cancer
NCT02992834,"Lymphoma, B Cell",blood cancer
NCT06340737,"Follicular Lymphoma, Mantle Cell Lymphoma, Hairy Cell Leukemia, Lymphoplasmacytic Lymphoma, Burkitt Lymphoma, Marginal Zone Lymphoma, Waldenstrom Macroglobulinemia",blood cancer
NCT05748574,Sleep Disturbance,others
NCT05192174,Solid Tumor,solid tumor
NCT05094206,"B-cell Non Hodgkin Lymphoma, B-cell Chronic Lymphocytic Leukemia",blood cancer
NCT03407859,Therapy Related Leukemia,blood cancer
NCT03680677,"Leukemia, Acute, MDS",blood cancer
NCT04257578,"B-Cell Non-Hodgkin Lymphoma, Diffuse Large B-Cell Lymphoma, Not Otherwise Specified, High Grade B-Cell Lymphoma, Primary Mediastinal (Thymic) Large B-Cell Lymphoma, Transformed Follicular Lymphoma to Diffuse Large B-Cell Lymphoma, Grade 1 Follicular Lymphoma, Grade 2 Follicular Lymphoma, Grade 3a Follicular Lymphoma",blood cancer
NCT06005649,Non-hodgkin Lymphoma,blood cancer
NCT04223765,"Mantle Cell Lymphoma, Follicular Lymphoma, Splenic Marginal Zone Lymphoma, Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue, Nodal Marginal Zone Lymphoma, Indolent Non-hodgkin Lymphoma",blood cancer
NCT06532799,"Stomach Cancer, Stomach Cancer Recurrent, Stomach Cancer, Adenocarcinoma, Esophageal Cancer, Esophageal Cancer Metastatic to Bone, Esophageal Cancer Metastatic to Lung, Esophageal Cancer Metastatic to Liver",solid tumor
NCT02650414,"B Cell Leukemias, B Cell Lymphomas",blood cancer
NCT06091163,"Treatment Resistant Depression, Depression, Mental Illness, Mental Disorder, Depressive Disorder",others
NCT02290951,"Non-Hodgkin Lymphoma, Chronic Lymphocytic Leukemia",blood cancer
NCT06797024,Autoimmune Diseases of the Nervous System,others
NCT02992210,Solid Tumor,solid tumor
NCT03327285,Acute Lymphoblastic Leukemia(ALL),blood cancer
NCT03651128,Multiple Myeloma,blood cancer
NCT02572492,Multiple Myeloma,blood cancer
NCT05930314,"Refractory Systemic Lupus Erythematosus, Lupus Nephritis, Immune Thrombocytopenia",others
NCT03672318,"Multiple Myeloma, Immune System Diseases",blood cancer
NCT04196491,Multiple Myeloma,blood cancer
NCT04544592,"B-cell Acute Lymphoblastic Leukemia, B-cell Non Hodgkin Lymphoma",blood cancer
NCT04317885,Non-Hodgkin's B-cell Lymphoma,blood cancer
NCT03685786,"Leukemia, Lymphocytic, Acute, B-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Lymphoma, B-Cell",blood cancer
NCT06826430,Autoimmune Thrombocytopenia,others
NCT05745454,Solid Tumor,solid tumor
NCT01140373,Prostate Cancer,solid tumor
NCT03181126,"Acute Lymphoblastic Leukemia (ALL), Lymphoblastic Lymphoma",blood cancer
NCT04225676,Acute Lymphoblastic Leukemia,blood cancer
NCT05054257,"Relapsed or Refractory B-cell Acute Lymphoblastic Leukemia, Non-Hodgkin's Lymphoma Refractory, Non-Hodgkin's Lymphoma, Relapsed",blood cancer
NCT05703854,"Advanced Renal Cell Carcinoma, Advanced Mesothelioma, Advanced Osteosarcoma",solid tumor
NCT05257083,Multiple Myeloma,blood cancer
NCT03971799,Acute Myelogenous Leukemia,blood cancer
NCT03692663,Metastatic Castration-resistant Prostate Cancer,solid tumor
NCT04684563,"Chronic Lymphocytic Leukemia, Non-hodgkin Lymphoma, Acute Lymphoblastic Leukemia",blood cancer
NCT04904445,Cystic Fibrosis,others
NCT03927261,"Acute Myeloid Leukemia, Myelodysplastic Syndromes",blood cancer
NCT01067846,Cocaine Addiction,others
NCT05372692,Ovarian Cancer,solid tumor
NCT04467853,"Solid Tumors, Adult",solid tumor
NCT05127967,SPG7,others
NCT06152172,"Idiopathic Inflammatory Myopathies, Diffuse Cutaneous Systemic Sclerosis, SLE Nephritis, ANCA Associated Vasculitis",others
NCT06093841,"Lymphoma, Large B-Cell, Diffuse, Follicular Lymphoma Grade 3B, High-grade B-cell Lymphoma, Mediastinal B-Cell Diffuse Large Cell Lymphoma",blood cancer
NCT04091906,Peripheral Blood Mononuclear Cell Donation,others
NCT06826118,"Lymphoma, Follicular Lymphoma, Refractory Lymphoma",blood cancer
NCT02666248,Subjects Entering Into This Protocol Will be Followed for up to 15 Years After Initial CART-EGFRvIII Infusion,others
NCT05480449,"B Cell Acute Lymphoblastic Leukemia (B-ALL), B Lineage Lymphoblastic Lymphoma",blood cancer
NCT02106637,"Acute Coronary Syndrome, Smoking Cessation",others
NCT06043323,Follicular Lymphoma,blood cancer
NCT02315599,"Pediatric Cancers, Hematologic Malignancies, Solid Tumors",blood cancer
NCT05371132,"Metastatic Malignant Solid Neoplasm, Lymphoma",blood cancer
NCT02159716,"Metastatic Pancreatic (Ductal) Adenocarcinoma, Epithelial Ovarian Cancer, Malignant Epithelial Pleural Mesothelioma",solid tumor
NCT06193902,"Tumor, Solid",solid tumor
NCT03016377,"Acute Lymphoblastic Leukemia, Immune System Diseases, Immunoproliferative Disorders",blood cancer
NCT03310619,"Lymphoma, Non-Hodgkin, Lymphoma, Large B-Cell, Diffuse, Lymphoma, Follicular",blood cancer
NCT05074680,Cystic Fibrosis,others
NCT05155189,Hepatocellular Carcinoma,solid tumor
NCT04162353,"Multiple Myeloma in Relapse, Refractory Multiple Myeloma, Plasmacytoid; Lymphoma",blood cancer
NCT05980507,Relapsed/Refractory Multiple Myeloma,blood cancer
NCT06208280,Autoimmune Diseases,others
NCT04548687,Carbon Dioxide,others
NCT06342986,"Gynecologic Cancer, Ovarian Cancer, Fallopian Tube Cancer, Primary Peritoneal Cavity Cancer",solid tumor
NCT02348216,"Refractory Diffuse Large B Cell Lymphoma (DLBCL), Relapsed Diffuse Large B-Cell Lymphoma, Transformed Follicular Lymphoma (TFL), Primary Mediastinal B-cell Lymphoma (PMBCL), High Grade B-cell Lymphoma (HGBCL)",blood cancer
NCT06640504,Sepsis,others
NCT01244061,Smoking Cessation,others
NCT05776160,"Large B-cell Lymphoma, Follicular Lymphoma",blood cancer
NCT05776134,"Mantle Cell Lymphoma, Acute Lymphoblastic Leukemia",blood cancer
NCT03054298,"Lung Adenocarcinoma, Ovarian Cancer, Peritoneal Carcinoma, Fallopian Tube Cancer, Mesotheliomas Pleural, Mesothelioma Peritoneum",solid tumor
NCT06377228,"Refractory Lupus Nephritis, Refractory Systemic Sclerosis",others
NCT04245839,"Lymphoma, Non-Hodgkin",blood cancer
NCT04156659,B-cell Acute Lymphoblastic Leukemia,blood cancer
NCT01091155,Colorectal Surgery,others
NCT02439788,Neuroblastoma,others
NCT03885076,Acute Myeloid Leukemia,blood cancer
NCT05393804,Multiple Myeloma,blood cancer
NCT04538599,Hematologic Malignancies,blood cancer
NCT02937844,Glioblastoma Multiforme,solid tumor
NCT02625480,"Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia, Relapsed/Refractory B-Cell Non-Hodgkin Lymphoma",blood cancer
NCT04620655,"T Acute Lymphoblastic Leukemia, T-lymphoblastic Lymphoma",blood cancer
NCT02862704,Liver Metastases,others
NCT06575374,Cell Therapy,others
NCT05748171,ACUTE LYMPHOBLASTIC LEUKEMIA,blood cancer
NCT02280330,"Iodine Deficiency, Iodine Deficiency Disorder, Hypothyroidism",others
NCT05752877,"Advanced Glioma, Complication of Chimeric Antigen Receptor (CAR-T) Cell Therapy",solid tumor
NCT05391490,Blood Cancer,solid tumor
NCT05917821,Glioblastoma Multiforme,solid tumor
NCT05495464,"Lymphoma, Mantle Cell Lymphoma",blood cancer
NCT04136756,"Multiple Myeloma, Non-Hodgkin Lymphoma, Indolent Non-Hodgkin Lymphoma",blood cancer
NCT05444322,"Mantle Cell Lymphoma, Diffuse Large B-cell Lymphoma, Follicular Lymphoma",blood cancer
NCT02786511,Multiple Myeloma,blood cancer
NCT00833898,Hematopoietic/Lymphoid Cancer,blood cancer
NCT02690545,"Lymphoma, Lymphoma, Non-Hodgkin, Immune System Diseases, Immunoproliferative Disorders, Lymphatic Diseases, Lymphoproliferative Disorders, Neoplasms, Neoplasms by Histologic Type",blood cancer
NCT06377202,Cancer,solid tumor
NCT05722171,Relapsed/Refractory Acute Myeloid Leukemia,blood cancer
NCT06839976,"SLE, Systemic Lupus Erythematosus (SLE), CAR T Cell, CART19, Cell Therapy, Lupus, Lupus Nephritis (LN)",others
NCT06608342,Acute Lymphoblastic Leukemia ALL,blood cancer
NCT06235229,Multiple Myeloma,blood cancer
NCT02631044,"Non-Hodgkin Lymphoma, Diffuse Large B Cell Lymphoma, Follicular Lymphoma, Mantle-cell Lymphoma, Primary Mediastinal B-cell Lymphoma",blood cancer
NCT03497819,Pancreatic Cancer,solid tumor
NCT06468683,Lupus Erythematosis,others
NCT04613557,Relapse/Refractory Multiple Myeloma,blood cancer
NCT03704298,Relapsed/Refractory Large B-cell Lymphoma,blood cancer
NCT05360238,"Follicular B-cell Non-Hodgkin's Lymphoma, Mantle Cell Lymphoma Recurrent, Mantle Cell Lymphoma Refractory, Small Lymphocytic Lymphoma, Relapsed, Waldenstrom's Macroglobulinemia Recurrent, Waldenstrom's Macroglobulinemia Refractory, Chronic Lymphoid Leukemia in Relapse, B-cell Lymphoma Refractory",blood cancer
NCT03018405,"Acute Myeloid Leukemia/Myelodysplastic Syndrome, Multiple Myeloma (MM)",blood cancer
NCT06897150,Ulcerative Colitis,others
NCT05270096,"Relapsed Hematologic Malignancy, Refractory Hematologic Malignancy",blood cancer
NCT04988828,"Anterior Cruciate Ligament Injuries, Quadriceps Muscle Atrophy",others
NCT06892158,"Cancer, Pediatric Cancer, Chemotherapy Effect, Acute Myeloid Leukemia, Acute Lymphoblastic Leukemia, Pediatric, Hematopoietic Stem Cell Transplantation (HSCT)",blood cancer
NCT06415656,Hematologic Malignancy,blood cancer
NCT05620342,"Lung Cancer, Small Cell Lung Carcinoma, Non Small Cell Lung Cancer",solid tumor
NCT03323853,Mental Health,others
NCT06890065,"B Acute Lymphoblastic Leukemia, B-Non Hodgkin Lymphoma",blood cancer
NCT05976906,Advanced Solid Tumors,solid tumor
NCT06726564,"Advanced Malignant Solid Tumor, Malignant Pleural Effusion, Pleura Carcinoma, Pleural Mesothelioma, Pleural Malignant Mesothelioma, Pleural Metastases",solid tumor
NCT05259813,"Leukemia, Lymphocytic, Chronic, B-Cell",blood cancer
NCT05823701,Diffuse Large B-Cell Lymphoma,blood cancer
NCT06179888,Multiple Myeloma,blood cancer
NCT00889954,HER2 Positive Malignancies,others
NCT03914885,"Hodgkin Lymphoma, Adult",blood cancer
NCT06757881,HCC,others
NCT05560217,Disease of the Blood,others
NCT03392064,Small Cell Lung Cancer,solid tumor
NCT04952272,"Lung Cancer, Hepatocellular Carcinoma, Solid Tumor",solid tumor
NCT06268002,Smoking Cessation,others
NCT06659770,Relapsed/Refractory Multiple Myeloma,blood cancer
NCT04557436,B Acute Lymphoblastic Leukemia,blood cancer
NCT02894957,Smoking Cessation,others
NCT06047197,"Recurrent Diffuse Large B-Cell Lymphoma, Refractory Diffuse Large B-cell Lymphoma",blood cancer
NCT06572631,"Recurrent Acute Myeloid Leukemia, Recurrent Myelodysplastic Syndrome, Refractory Acute Myeloid Leukemia, Refractory Myelodysplastic Syndrome",blood cancer
NCT05601466,"AML, Adult",others
NCT00068003,"Melanoma, Gastrointestinal Cancer, Metastatic Cancer, Breast Cancer, Non-Small Cell Lung Cancer",solid tumor
NCT00668291,"Primary; Complex, Pigmented Nodular Adrenocortical Disease, Primary, 1, Periorificial Lentiginosis, Cardiac Myxoma",others
NCT04162756,Relapse/Refractory Mantle Cell Lymphoma,blood cancer
NCT04614987,Neurotoxicity,others
NCT06092047,CD19-positive Relapsed or Refractory B-cell Malignancies,others
NCT05012306,Cystic Fibrosis,others
NCT01444131,Tobacco Dependence,others
NCT02893189,CD19+ Malignancies: Relapse Post-allogeneic Transplant,others
NCT06304636,"Refractory Multiple Myeloma, Relapsed Multiple Myeloma",blood cancer
NCT04450069,"Relapsed/Refractory B-cell Lymphomas, Diffuse Large B Cell Lymphoma (DLBCL), Follicular Lymphoma (FL), Chronic Lymphocytic Leukemia (CLL), Marginal Zone Lymphoma (MZL), Mantle Cell Lymphoma, Small Lymphocytic Lymphoma (SLL), Primary Mediastinal Large B Cell Lymphoma, Transformed Follicular Lymphoma, Waldenstrom Macroglobulinemia, Lymphoplasmacytic Lymphoma, Burkitt Lymphoma",blood cancer
NCT04205409,"Recurrent Chronic Lymphocytic Leukemia, Recurrent Diffuse Large B-Cell Lymphoma, Recurrent Follicular Lymphoma, Recurrent Grade 1 Follicular Lymphoma, Recurrent Grade 2 Follicular Lymphoma, Recurrent Grade 3 Follicular Lymphoma, Recurrent Grade 3a Follicular Lymphoma, Recurrent Marginal Zone Lymphoma, Recurrent Non-Hodgkin Lymphoma, Recurrent Plasma Cell Myeloma, Refractory Chronic Lymphocytic Leukemia, Refractory Diffuse Large B-Cell Lymphoma, Refractory Follicular Lymphoma, Refractory Marginal Zone Lymphoma, Refractory Non-Hodgkin Lymphoma, Refractory Plasma Cell Myeloma, Recurrent Mantle Cell Lymphoma, Refractory Mantle Cell Lymphoma",blood cancer
NCT01166009,"Autologous Stem Cell Transplantation, Allogeneic Stem Cell Transplantation, Solid Tumors, Blood Cancers, CAR-T, Gene Therapy, Non-malignant Disease",solid tumor
NCT05242172,"Corona Virus Infection, Pregnancy; Infection",others
NCT04053062,Castrate-Resistant Prostate Cancer,solid tumor
NCT06368648,"Intracranial Pressure, Intracranial Pressure Changes, Traumatic Brain Injury, Intracerebral Hemorrhage, Encephalitis, Encephalopathy, Hydrocephalus, Stroke, Autoregulation",others
NCT05656573,Prostate Cancer,solid tumor
NCT03633773,Intrahepatic Cholangiocarcinoma,solid tumor
NCT03696784,"Lymphoma, Lymphoma, B-Cell, Immune System Diseases, Immunoproliferative Disorders, Lymphatic Diseases",blood cancer
NCT05459571,Relapsed or Refractory Large B-cell Lymphoma,blood cancer
NCT03821077,"Rhinitis, Allergic, Rhinoconjunctivitis",others
NCT06679608,Healthy Adults,others
NCT03370198,Colon Cancer Liver Metastasis,solid tumor
NCT05537766,"Relapsed/Refractory Waldenstrom Macroglobulinemia, Relapsed/Refractory Richter Transformation, Relapsed/Refractory Burkitt Lymphoma, Relapsed/Refractory Hairy Cell Leukemia",blood cancer
NCT06281847,"Acute Myeloid Leukemia, in Relapse, Acute Myeloid Leukemia Refractory",blood cancer
NCT01316146,"Non-Hodgkin's Lymphoma, Hodgkin's Lymphoma",blood cancer
NCT03627247,"Pregnancy Related, Stress, Physiological",others
NCT03726515,Glioblastoma,solid tumor
NCT06435910,Multiple Myeloma or Plasmacytoma,blood cancer
NCT06417398,"Systemic Lupus Erythematosus, Idiopathic Inflammatory Myopathies, Systemic Sclerosis, Sjogren's Syndrome, Rheumatoid Arthritis, Immune Thrombocytopenia, Primary Biliary Cholangitis",others
NCT03492268,Multiple Myeloma,blood cancer
NCT05665075,"AML, Adult",others
NCT05483491,"Gastric Cancer, Breast Cancer, Cervical Cancer, Lung Cancer",solid tumor
NCT03282565,Anterior Cruciate Ligament Injury,others
NCT03649529,Malignant Melanoma,others
NCT04012892,"Relapsed Non-Hodgkin Lymphoma, Refractory Non-Hodgkin Lymphoma",blood cancer
NCT04012879,"Relapsed Acute Lymphoblastic Leukemia, Refractory Acute Lymphoblastic Leukemia",blood cancer
NCT03153462,"Relapsed/Refractory Diffuse Large B Cell Lymphoma, Relapsed/Refractory Primary Mediastinal B Cell Lymphoma, Relapsed/Refractory Transformed Follicular Lymphoma, Relapsed/Refractory High-Grade B-Cell Lymphoma",blood cancer
NCT04155749,Relapsed and Refractory Multiple Myeloma,blood cancer
NCT06255028,"Systemic Lupus Erythematosus, Lupus Nephritis, Idiopathic Inflammatory Myopathies, Diffuse Cutaneous Systemic Sclerosis",others
NCT05397184,Relapsed/Refractory T-cell Acute Lymphoid Leukaemia,blood cancer
NCT01818323,Head and Neck Cancer,solid tumor
NCT05652920,Hepatocellular Carcinoma,solid tumor
NCT02196142,"Alcohol Craving, Psychological Stress, Physiological Stress",others
NCT05509855,"T-cell Acute Lymphoblastic Leukemia, T-cell Lymphoblastic Lymphoma",blood cancer
NCT04085159,Cancer,solid tumor
NCT06530849,Systemic Lupus Erythematosus,others
NCT02030847,"Patients With B Cell ALL, Relapsed or Refractory, With no Available Curative Treatment Options",others
NCT06508931,B-Cell Neoplasm,others
NCT04539444,"Relapsed Non Hodgkin Lymphoma, Refractory Non-Hodgkin Lymphoma",blood cancer
NCT06370403,Multiple Sclerosis,others
NCT02561975,"Complex Congenital Heart Disease, Single Ventricle With Fontan Circulation or Bicavo-bipulmonary Bypass, Systemic Right Ventricle, Pulmonary Failure",others
NCT03949738,ARDS,others
NCT04982471,"Lymphoma, Non-Hodgkin, Lymphoma, Large B-Cell, Diffuse, Lymphoma, Follicular",blood cancer
NCT04771078,Multiple Myeloma,blood cancer
NCT04106076,Acute Myeloid Leukaemia,blood cancer
NCT05590221,B-cell Lymphoma,blood cancer
NCT06737146,High-grade Glioma,solid tumor
NCT05379647,"B-cell Lymphoma, B-cell Acute Lymphoblastic Leukemia",blood cancer
NCT06797843,High Caries Risk Patients,others
NCT05616468,Nasopharyngeal Carcinoma,solid tumor
NCT04226989,"Acute Lymphoblastic Leukemia, Non-Hodgkin's Lymphoma",blood cancer
NCT06643221,"Leukemia, Hematopoetic Stem Cell Transplantation, Donor Lymphocyte Infusion, CAR T-Cell Therapy, Lymphoma, Cell Therapy",blood cancer
NCT06618313,"B-Cell Non-Hodgkin Lymphoma-Recurrent, B-Cell Non-Hodgkin Lymphoma-Refractory",blood cancer
NCT05772000,Acute Lymphoblastic Leukemia,blood cancer
NCT03203369,Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN),others
NCT06567080,"B-cell Tumors, Autoimmune Diseases, Lupus Erythematosus, Systemic, Large B-cell Lymphoma",blood cancer
NCT05180838,Hematologic Malignancy,blood cancer
NCT05199519,CLDN18.2 Positive Solid Tumors,solid tumor
NCT06258499,Foot Deformities,others
NCT06297408,Systemic Lupus Erythematosus,others
NCT04400591,"Lymphoma, Large B-Cell, Diffuse",blood cancer
NCT06297226,Multiple Myeloma,blood cancer
NCT04419909,"Lymphoma, B-Cell",blood cancer
NCT05442580,"Acute Myeloid Leukemia (AML), Multiple Myeloma (MM)",blood cancer
NCT06898905,Diffuse Large B-Cell Lymphoma,blood cancer
NCT05129046,Colorectal Cancer,solid tumor
NCT06097455,"Refractory Non-Hodgkin Lymphoma, Relapsed Non-Hodgkin Lymphoma",blood cancer
NCT04056429,Tibial Fractures,others
NCT06780527,Deep Carious Lesions,others
NCT02650999,"CD19+ Diffuse Large B-cell Lymphomas, Follicular Lymphomas, Mantle Cell Lymphomas",blood cancer
NCT03310008,Colon Cancer Liver Metastasis,solid tumor
NCT05206357,Non-hodgkin Lymphoma,blood cancer
NCT04452760,Multiple Sclerosis,others
NCT05883709,Diffuse Large B-cell Lymphoma,blood cancer
NCT05614336,"COVID-19, Cystic Fibrosis",others
NCT02465983,Pancreatic Cancer,solid tumor
NCT06241456,Advanced Solid Tumor,solid tumor
NCT03232619,Acute Leukemia,blood cancer
NCT04026100,Diffuse Large B-cell Lymphoma,blood cancer
NCT05541874,Gastric and Gastroesophageal Junction Cancer,solid tumor
NCT01301417,"Diverticulum, Colon, Colorectal Neoplasms, Crohn Disease, Colitis, Ulcerative, Colostomy, Ileostomy - Stoma, Rectal Prolapse, Intestinal Polyposis, Lymphoma, Endometriosis, Intestinal Volvulus",blood cancer
